Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
County,2021/11/30,24,MD,24009,Calvert County,16603,75922,392307,97648,97790,31824,44057,69955,38067,10306,1932,527,201
County,2021/11/30,24,MD,24011,Caroline County,5364,28042,161334,33032,33836,20992,24335,31725,9618,6616,1058,103,19
County,2021/11/30,24,MD,24013,Carroll County,28726,139721,754417,217263,167532,53838,76233,151007,67857,13906,5817,566,398
County,2021/11/30,24,MD,24015,Cecil County,18080,84775,466689,115453,119728,54766,69207,70904,22790,10472,2660,369,340
County,2021/11/30,24,MD,24017,Charles County,29661,133596,711627,193974,186074,72460,78404,117136,52434,7032,3045,705,363
County,2021/11/30,24,MD,24019,Dorchester County,5281,26648,160177,48414,42518,12555,12124,28996,8832,5860,795,57,26
County,2021/11/30,24,MD,24021,Frederick County,47075,212472,1179520,371893,295939,131754,150741,118171,73859,29773,5384,1287,719
County,2021/11/30,24,MD,24023,Garrett County,3626,25388,123300,19059,27389,14288,24472,26198,7910,1822,1929,150,83
County,2021/11/30,24,MD,24025,Harford County,47678,207763,1145127,352102,292590,109557,143491,167256,55448,17217,5878,990,598
County,2021/11/30,24,MD,24027,Howard County,62667,263023,1438928,465792,407784,165633,152930,176335,54916,7709,5415,1390,1024
County,2021/11/30,24,MD,24029,Kent County,3143,16279,81190,15089,20314,10839,7504,15761,8843,2397,400,26,17
County,2021/11/30,24,MD,24031,Montgomery County,247768,802920,3789702,1193008,983623,391217,484956,499267,178102,25977,21578,6316,5658
County,2021/11/30,24,MD,24033,Prince George's County,185493,723834,3756746,1059522,911826,397951,567154,631759,142758,22875,15929,4739,2233
County,2021/11/30,24,MD,24035,Queen Anne's County,7838,42543,217763,44953,52301,26648,25341,36025,22349,8796,1018,229,103
County,2021/11/30,24,MD,24037,St. Mary's County,18572,94938,540057,129818,165022,53955,67452,85339,20423,15026,2263,560,199
County,2021/11/30,24,MD,24039,Somerset County,4325,21291,111113,27041,23999,9134,11880,28016,7587,2474,872,103,7
County,2021/11/30,24,MD,24041,Talbot County,7054,30127,168312,46020,49113,22773,14276,21262,7402,6906,382,106,72
County,2021/11/30,24,MD,24043,Washington County,27895,123154,657888,178909,198523,80112,79577,67360,28295,20306,3786,751,269
County,2021/11/30,24,MD,24045,Wicomico County,19640,83969,494697,144520,125191,67350,68446,52883,29311,4413,2355,154,74
County,2021/11/30,24,MD,24047,Worcester County,9524,42752,234566,66244,63825,25547,33012,25267,14531,2317,3644,139,40
County,2021/11/30,24,MD,24510,Baltimore city,137451,456039,2682879,1004380,615719,373254,358182,199347,94393,20510,12787,2927,1380
County,2021/12/01,24,MD,24001,Allegany County,12782,57634,314271,82300,86657,33582,54427,39090,9743,5835,2376,235,26
County,2021/12/01,24,MD,24003,Anne Arundel County,117586,461648,2428464,750317,665983,250136,295853,302961,117295,27312,13371,3406,1830
County,2021/12/01,24,MD,24005,Baltimore County,171673,655697,3489899,1110561,868666,369621,507939,438081,129948,40497,18662,3997,1927
County,2021/12/01,24,MD,24009,Calvert County,16161,76364,401005,95412,93500,35932,51598,72390,38890,11094,1591,404,194
County,2021/12/01,24,MD,24011,Caroline County,5319,28087,165984,30251,33077,22971,29284,32599,9949,6833,863,137,20
County,2021/12/01,24,MD,24013,Carroll County,28172,140275,752841,208149,167738,62212,82430,146829,65239,14011,5231,577,425
County,2021/12/01,24,MD,24015,Cecil County,17398,85457,465969,110370,116305,54512,77378,70623,21657,12152,2290,353,329
County,2021/12/01,24,MD,24017,Charles County,29095,134162,705177,187657,181982,72412,85687,114583,51873,6864,3091,639,389
County,2021/12/01,24,MD,24019,Dorchester County,5117,26812,162523,47352,41703,11771,17445,28494,8997,5881,799,56,25
County,2021/12/01,24,MD,24021,Frederick County,46310,213237,1177499,357210,296436,139179,158893,113824,75962,28991,5177,1160,667
County,2021/12/01,24,MD,24023,Garrett County,3536,25478,126346,19095,25868,14968,27887,28155,6547,1626,2002,134,64
County,2021/12/01,24,MD,24025,Harford County,46463,208978,1144882,342462,291440,110741,152184,168182,54611,18292,5487,921,562
